,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
119,380,20/07/2013 01:22,20/07/2013 01:28,388,W 26 St & 10 Ave,40.74971775,-74.00295035,423,W 54 St & 9 Ave,40.76584941,-73.98690506,19072,Subscriber,1979,1
120,459,20/07/2013 03:52,20/07/2013 03:59,388,W 26 St & 10 Ave,40.74971775,-74.00295035,505,6 Ave & W 33 St,40.74901271,-73.98848395,15950,Subscriber,1988,1
121,680,20/07/2013 06:45,20/07/2013 06:56,388,W 26 St & 10 Ave,40.74971775,-74.00295035,529,W 42 St & 8 Ave,40.7575699,-73.99098507,20255,Customer,\N,0
122,899,20/07/2013 06:54,20/07/2013 07:09,504,1 Ave & E 15 St,40.73221853,-73.98165557,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16351,Subscriber,1976,1
123,388,20/07/2013 07:07,20/07/2013 07:14,505,6 Ave & W 33 St,40.74901271,-73.98848395,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15322,Subscriber,1974,1
124,228,20/07/2013 07:48,20/07/2013 07:52,521,8 Ave & W 31 St,40.75044999,-73.99481051,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16934,Subscriber,1972,1
125,1046,20/07/2013 07:55,20/07/2013 08:13,128,MacDougal St & Prince St,40.72710258,-74.00297088,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16260,Subscriber,1985,1
126,428,20/07/2013 08:11,20/07/2013 08:18,514,12 Ave & W 40 St,40.76087502,-74.00277668,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18479,Subscriber,1976,2
127,200,20/07/2013 08:30,20/07/2013 08:33,212,W 16 St & The High Line,40.74334935,-74.00681753,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16024,Subscriber,1972,1
128,592,20/07/2013 08:32,20/07/2013 08:42,466,W 25 St & 6 Ave,40.74395411,-73.99144871,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16940,Customer,\N,0
129,924,20/07/2013 08:35,20/07/2013 08:50,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15360,Subscriber,1957,1
130,713,20/07/2013 09:01,20/07/2013 09:13,388,W 26 St & 10 Ave,40.74971775,-74.00295035,368,Carmine St & 6 Ave,40.73038599,-74.00214988,16260,Subscriber,1985,1
131,810,20/07/2013 09:16,20/07/2013 09:29,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,388,W 26 St & 10 Ave,40.74971775,-74.00295035,14991,Subscriber,1986,2
132,1136,20/07/2013 09:31,20/07/2013 09:49,469,Broadway & W 53 St,40.76344058,-73.98268129,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17551,Subscriber,1985,1
133,562,20/07/2013 09:42,20/07/2013 09:51,388,W 26 St & 10 Ave,40.74971775,-74.00295035,505,6 Ave & W 33 St,40.74901271,-73.98848395,15360,Subscriber,1957,1
134,1501,20/07/2013 09:45,20/07/2013 10:10,432,E 7 St & Avenue A,40.72621788,-73.98379855,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15613,Subscriber,1961,2
135,515,20/07/2013 09:45,20/07/2013 09:54,515,W 43 St & 10 Ave,40.76009437,-73.99461843,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15292,Subscriber,1958,1
136,935,20/07/2013 09:55,20/07/2013 10:11,499,Broadway & W 60 St,40.76915505,-73.98191841,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17444,Subscriber,1966,2
137,809,20/07/2013 10:03,20/07/2013 10:17,388,W 26 St & 10 Ave,40.74971775,-74.00295035,528,2 Ave & E 31 St,40.74290902,-73.97706058,16351,Subscriber,1984,2
138,1436,20/07/2013 10:07,20/07/2013 10:31,388,W 26 St & 10 Ave,40.74971775,-74.00295035,248,Laight St & Hudson St,40.72185379,-74.00771779,17732,Subscriber,1984,2
139,506,20/07/2013 10:10,20/07/2013 10:18,388,W 26 St & 10 Ave,40.74971775,-74.00295035,466,W 25 St & 6 Ave,40.74395411,-73.99144871,14991,Customer,\N,0
140,1332,20/07/2013 10:22,20/07/2013 10:44,483,E 12 St & 3 Ave,40.73223272,-73.98889957,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15069,Subscriber,1992,1
141,1662,20/07/2013 10:29,20/07/2013 10:57,388,W 26 St & 10 Ave,40.74971775,-74.00295035,128,MacDougal St & Prince St,40.72710258,-74.00297088,16024,Subscriber,1980,2
142,835,20/07/2013 10:40,20/07/2013 10:53,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19371,Subscriber,1962,2
143,1370,20/07/2013 10:42,20/07/2013 11:05,328,Watts St & Greenwich St,40.72405549,-74.00965965,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15148,Customer,\N,0
144,1664,20/07/2013 10:45,20/07/2013 11:13,254,W 11 St & 6 Ave,40.73532427,-73.99800419,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17532,Customer,\N,0
145,1926,20/07/2013 10:51,20/07/2013 11:23,368,Carmine St & 6 Ave,40.73038599,-74.00214988,388,W 26 St & 10 Ave,40.74971775,-74.00295035,20002,Customer,\N,0
146,301,20/07/2013 10:57,20/07/2013 11:02,388,W 26 St & 10 Ave,40.74971775,-74.00295035,173,Broadway & W 49 St,40.76064679,-73.98442659,17177,Subscriber,1965,1
147,276,20/07/2013 10:58,20/07/2013 11:02,446,W 24 St & 7 Ave,40.74487634,-73.99529885,388,W 26 St & 10 Ave,40.74971775,-74.00295035,20343,Subscriber,1972,1
148,1726,20/07/2013 11:04,20/07/2013 11:33,388,W 26 St & 10 Ave,40.74971775,-74.00295035,358,Christopher St & Greenwich St,40.73291553,-74.00711384,20343,Subscriber,1981,2
149,207,20/07/2013 11:11,20/07/2013 11:14,388,W 26 St & 10 Ave,40.74971775,-74.00295035,442,W 27 St & 7 Ave,40.746647,-73.993915,16934,Subscriber,1978,1
150,1437,20/07/2013 11:12,20/07/2013 11:36,388,W 26 St & 10 Ave,40.74971775,-74.00295035,303,Mercer St & Spring St,40.72362738,-73.99949601,19131,Subscriber,1981,2
151,1474,20/07/2013 11:24,20/07/2013 11:49,328,Watts St & Greenwich St,40.72405549,-74.00965965,388,W 26 St & 10 Ave,40.74971775,-74.00295035,14565,Subscriber,1984,1
152,1393,20/07/2013 11:25,20/07/2013 11:49,328,Watts St & Greenwich St,40.72405549,-74.00965965,388,W 26 St & 10 Ave,40.74971775,-74.00295035,20163,Subscriber,1986,2
153,1083,20/07/2013 11:36,20/07/2013 11:54,72,W 52 St & 11 Ave,40.76727216,-73.99392888,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19145,Subscriber,1976,2
154,1198,20/07/2013 11:47,20/07/2013 12:07,540,Lexington Ave & E 26 St,40.74147286,-73.98320928,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18935,Customer,\N,0
155,1501,20/07/2013 11:51,20/07/2013 12:16,388,W 26 St & 10 Ave,40.74971775,-74.00295035,489,10 Ave & W 28 St,40.75066386,-74.00176802,14565,Subscriber,1975,1
156,590,20/07/2013 11:59,20/07/2013 12:08,514,12 Ave & W 40 St,40.76087502,-74.00277668,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16319,Subscriber,1986,2
157,987,20/07/2013 12:02,20/07/2013 12:19,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,388,W 26 St & 10 Ave,40.74971775,-74.00295035,14991,Subscriber,1956,1
158,1006,20/07/2013 12:15,20/07/2013 12:32,388,W 26 St & 10 Ave,40.74971775,-74.00295035,348,W Broadway & Spring St,40.72490985,-74.00154702,18479,Subscriber,1979,1
159,720,20/07/2013 12:20,20/07/2013 12:32,388,W 26 St & 10 Ave,40.74971775,-74.00295035,533,Broadway & W 39 St,40.75299641,-73.98721619,15148,Subscriber,1982,1
160,531,20/07/2013 12:21,20/07/2013 12:30,225,W 14 St & The High Line,40.74195138,-74.00803013,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15693,Subscriber,1972,1
161,723,20/07/2013 12:31,20/07/2013 12:43,475,E 16 St & Irving Pl,40.73524276,-73.98758561,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15256,Customer,\N,0
162,771,20/07/2013 12:32,20/07/2013 12:44,472,E 32 St & Park Ave,40.7457121,-73.98194829,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19250,Subscriber,1985,1
163,767,20/07/2013 12:32,20/07/2013 12:44,472,E 32 St & Park Ave,40.7457121,-73.98194829,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17051,Subscriber,1986,2
164,359,20/07/2013 12:33,20/07/2013 12:39,388,W 26 St & 10 Ave,40.74971775,-74.00295035,490,8 Ave & W 33 St,40.751551,-73.993934,18935,Subscriber,1966,1
165,352,20/07/2013 12:33,20/07/2013 12:39,388,W 26 St & 10 Ave,40.74971775,-74.00295035,490,8 Ave & W 33 St,40.751551,-73.993934,15292,Subscriber,1966,1
166,231,20/07/2013 12:46,20/07/2013 12:50,388,W 26 St & 10 Ave,40.74971775,-74.00295035,459,W 20 St & 11 Ave,40.746745,-74.007756,17532,Subscriber,1964,1
167,415,20/07/2013 12:48,20/07/2013 12:55,404,9 Ave & W 14 St,40.7405826,-74.00550867,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18788,Customer,\N,0
168,1190,20/07/2013 12:54,20/07/2013 13:14,2008,Little West St & 1 Pl,40.70569254,-74.01677685,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15273,Customer,\N,0
169,198,20/07/2013 13:05,20/07/2013 13:08,462,W 22 St & 10 Ave,40.74691959,-74.00451887,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19198,Subscriber,1987,1
170,785,20/07/2013 13:05,20/07/2013 13:19,388,W 26 St & 10 Ave,40.74971775,-74.00295035,485,W 37 St & 5 Ave,40.75038009,-73.98338988,17131,Subscriber,1967,1
171,1135,20/07/2013 13:15,20/07/2013 13:34,388,W 26 St & 10 Ave,40.74971775,-74.00295035,368,Carmine St & 6 Ave,40.73038599,-74.00214988,20002,Subscriber,1976,2
172,812,20/07/2013 13:16,20/07/2013 13:30,388,W 26 St & 10 Ave,40.74971775,-74.00295035,447,8 Ave & W 52 St,40.76370739,-73.9851615,15273,Customer,\N,0
173,412,20/07/2013 13:21,20/07/2013 13:27,388,W 26 St & 10 Ave,40.74971775,-74.00295035,515,W 43 St & 10 Ave,40.76009437,-73.99461843,19250,Subscriber,1956,1
174,1015,20/07/2013 13:23,20/07/2013 13:40,388,W 26 St & 10 Ave,40.74971775,-74.00295035,346,Bank St & Hudson St,40.73652889,-74.00618026,18448,Subscriber,1949,2
175,2008,20/07/2013 13:24,20/07/2013 13:58,328,Watts St & Greenwich St,40.72405549,-74.00965965,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17295,Customer,\N,0
176,1104,20/07/2013 13:36,20/07/2013 13:55,388,W 26 St & 10 Ave,40.74971775,-74.00295035,328,Watts St & Greenwich St,40.72405549,-74.00965965,17264,Subscriber,1986,2
177,1090,20/07/2013 13:36,20/07/2013 13:55,388,W 26 St & 10 Ave,40.74971775,-74.00295035,328,Watts St & Greenwich St,40.72405549,-74.00965965,15322,Subscriber,1984,1
178,2192,20/07/2013 13:38,20/07/2013 14:14,358,Christopher St & Greenwich St,40.73291553,-74.00711384,388,W 26 St & 10 Ave,40.74971775,-74.00295035,20303,Subscriber,1970,1
179,239,20/07/2013 13:38,20/07/2013 13:42,459,W 20 St & 11 Ave,40.746745,-74.007756,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17811,Subscriber,1964,1
180,676,20/07/2013 13:49,20/07/2013 14:00,388,W 26 St & 10 Ave,40.74971775,-74.00295035,2004,6 Ave & Broome St,40.724399,-74.004704,14991,Subscriber,1976,2
181,643,20/07/2013 13:51,20/07/2013 14:01,453,W 22 St & 8 Ave,40.74475148,-73.99915362,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15502,Subscriber,1989,1
182,515,20/07/2013 13:53,20/07/2013 14:01,453,W 22 St & 8 Ave,40.74475148,-73.99915362,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15634,Subscriber,1990,2
183,1875,20/07/2013 13:59,20/07/2013 14:30,251,Mott St & Prince St,40.72317958,-73.99480012,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18175,Customer,\N,0
184,1889,20/07/2013 14:01,20/07/2013 14:33,388,W 26 St & 10 Ave,40.74971775,-74.00295035,489,10 Ave & W 28 St,40.75066386,-74.00176802,19145,Customer,\N,0
185,442,20/07/2013 14:06,20/07/2013 14:13,388,W 26 St & 10 Ave,40.74971775,-74.00295035,495,W 47 St & 10 Ave,40.76269882,-73.99301222,19198,Subscriber,1983,1
186,1223,20/07/2013 14:07,20/07/2013 14:27,388,W 26 St & 10 Ave,40.74971775,-74.00295035,468,Broadway & W 55 St,40.7652654,-73.98192338,15613,Subscriber,1985,1
187,1109,20/07/2013 14:08,20/07/2013 14:26,383,Greenwich Ave & Charles St,40.735238,-74.000271,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18647,Subscriber,1966,1
188,335,20/07/2013 14:09,20/07/2013 14:14,388,W 26 St & 10 Ave,40.74971775,-74.00295035,459,W 20 St & 11 Ave,40.746745,-74.007756,17811,Subscriber,1964,1
189,3400,20/07/2013 14:11,20/07/2013 15:07,388,W 26 St & 10 Ave,40.74971775,-74.00295035,482,W 15 St & 7 Ave,40.73935542,-73.99931783,17295,Customer,\N,0
190,829,20/07/2013 14:13,20/07/2013 14:27,388,W 26 St & 10 Ave,40.74971775,-74.00295035,223,W 13 St & 7 Ave,40.73781509,-73.99994661,18788,Subscriber,1964,1
191,3680,20/07/2013 14:18,20/07/2013 15:20,388,W 26 St & 10 Ave,40.74971775,-74.00295035,79,Franklin St & W Broadway,40.71911552,-74.00666661,20303,Customer,\N,0
192,1548,20/07/2013 14:25,20/07/2013 14:50,514,12 Ave & W 40 St,40.76087502,-74.00277668,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18651,Customer,\N,0
193,297,20/07/2013 14:25,20/07/2013 14:30,388,W 26 St & 10 Ave,40.74971775,-74.00295035,490,8 Ave & W 33 St,40.751551,-73.993934,17551,Subscriber,1974,1
194,334,20/07/2013 14:30,20/07/2013 14:35,470,W 20 St & 8 Ave,40.74345335,-74.00004031,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16934,Subscriber,1982,2
195,1369,20/07/2013 14:31,20/07/2013 14:54,388,W 26 St & 10 Ave,40.74971775,-74.00295035,509,9 Ave & W 22 St,40.7454973,-74.00197139,20343,Customer,\N,0
196,413,20/07/2013 14:33,20/07/2013 14:40,388,W 26 St & 10 Ave,40.74971775,-74.00295035,466,W 25 St & 6 Ave,40.74395411,-73.99144871,17444,Subscriber,1972,1
197,1424,20/07/2013 14:46,20/07/2013 15:09,388,W 26 St & 10 Ave,40.74971775,-74.00295035,328,Watts St & Greenwich St,40.72405549,-74.00965965,18175,Customer,\N,0
198,763,20/07/2013 15:02,20/07/2013 15:15,423,W 54 St & 9 Ave,40.76584941,-73.98690506,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16403,Subscriber,1982,1
199,493,20/07/2013 15:04,20/07/2013 15:12,478,11 Ave & W 41 St,40.76030096,-73.99884222,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17104,Subscriber,1976,1
200,531,20/07/2013 15:10,20/07/2013 15:19,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16230,Customer,\N,0
201,783,20/07/2013 15:14,20/07/2013 15:27,388,W 26 St & 10 Ave,40.74971775,-74.00295035,521,8 Ave & W 31 St,40.75044999,-73.99481051,18651,Subscriber,1986,2
202,1082,20/07/2013 15:15,20/07/2013 15:33,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15269,Customer,\N,0
203,574,20/07/2013 15:15,20/07/2013 15:25,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15836,Subscriber,1989,2
204,1045,20/07/2013 15:18,20/07/2013 15:35,388,W 26 St & 10 Ave,40.74971775,-74.00295035,402,Broadway & E 22 St,40.7403432,-73.98955109,18647,Customer,\N,0
205,1948,20/07/2013 15:18,20/07/2013 15:50,312,Allen St & E Houston St,40.722055,-73.989111,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17103,Subscriber,1980,1
206,895,20/07/2013 15:18,20/07/2013 15:33,388,W 26 St & 10 Ave,40.74971775,-74.00295035,504,1 Ave & E 15 St,40.73221853,-73.98165557,19121,Subscriber,1976,1
207,932,20/07/2013 15:24,20/07/2013 15:39,388,W 26 St & 10 Ave,40.74971775,-74.00295035,476,E 31 St & 3 Ave,40.74394314,-73.97966069,17104,Subscriber,1987,1
208,336,20/07/2013 15:32,20/07/2013 15:37,388,W 26 St & 10 Ave,40.74971775,-74.00295035,458,11 Ave & W 27 St,40.751396,-74.005226,16934,Subscriber,1982,2
209,785,20/07/2013 15:40,20/07/2013 15:53,383,Greenwich Ave & Charles St,40.735238,-74.000271,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17355,Customer,\N,0
210,790,20/07/2013 15:40,20/07/2013 15:53,441,E 52 St & 2 Ave,40.756014,-73.967416,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17094,Customer,\N,0
211,668,20/07/2013 15:52,20/07/2013 16:03,388,W 26 St & 10 Ave,40.74971775,-74.00295035,496,E 16 St & 5 Ave,40.73726186,-73.99238967,17103,Customer,\N,0
212,395,20/07/2013 15:52,20/07/2013 15:59,463,9 Ave & W 16 St,40.74206539,-74.00443172,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18722,Subscriber,1956,1
213,1982,20/07/2013 15:54,20/07/2013 16:27,388,W 26 St & 10 Ave,40.74971775,-74.00295035,329,Greenwich St & N Moore St,40.72043411,-74.01020609,15836,Subscriber,1985,1
214,487,20/07/2013 15:56,20/07/2013 16:04,457,Broadway & W 58 St,40.76695317,-73.98169333,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18748,Subscriber,1985,2
215,4129,20/07/2013 15:56,20/07/2013 17:04,388,W 26 St & 10 Ave,40.74971775,-74.00295035,329,Greenwich St & N Moore St,40.72043411,-74.01020609,19440,Customer,\N,0
216,1369,20/07/2013 15:59,20/07/2013 16:21,388,W 26 St & 10 Ave,40.74971775,-74.00295035,317,E 6 St & Avenue B,40.72453734,-73.98185424,15269,Subscriber,1961,2
217,3817,20/07/2013 16:01,20/07/2013 17:04,388,W 26 St & 10 Ave,40.74971775,-74.00295035,329,Greenwich St & N Moore St,40.72043411,-74.01020609,16403,Customer,\N,0
218,405,20/07/2013 16:01,20/07/2013 16:08,490,8 Ave & W 33 St,40.751551,-73.993934,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17148,Subscriber,1966,1
219,399,20/07/2013 16:02,20/07/2013 16:08,490,8 Ave & W 33 St,40.751551,-73.993934,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15422,Subscriber,1966,1
220,1661,20/07/2013 16:02,20/07/2013 16:30,309,Murray St & West St,40.7149787,-74.013012,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19946,Customer,\N,0
221,1570,20/07/2013 16:04,20/07/2013 16:30,309,Murray St & West St,40.7149787,-74.013012,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18944,Customer,\N,0
222,355,20/07/2013 16:05,20/07/2013 16:11,388,W 26 St & 10 Ave,40.74971775,-74.00295035,529,W 42 St & 8 Ave,40.7575699,-73.99098507,15812,Subscriber,1977,1
223,904,20/07/2013 16:09,20/07/2013 16:24,508,W 46 St & 11 Ave,40.76341379,-73.99667444,388,W 26 St & 10 Ave,40.74971775,-74.00295035,15563,Subscriber,1993,2
224,1353,20/07/2013 16:09,20/07/2013 16:32,388,W 26 St & 10 Ave,40.74971775,-74.00295035,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,15422,Customer,\N,0
225,1207,20/07/2013 16:12,20/07/2013 16:32,388,W 26 St & 10 Ave,40.74971775,-74.00295035,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,17148,Customer,\N,0
226,1117,20/07/2013 16:13,20/07/2013 16:31,388,W 26 St & 10 Ave,40.74971775,-74.00295035,173,Broadway & W 49 St,40.76064679,-73.98442659,15256,Customer,\N,0
227,741,20/07/2013 16:27,20/07/2013 16:39,478,11 Ave & W 41 St,40.76030096,-73.99884222,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19446,Customer,\N,0
228,677,20/07/2013 16:28,20/07/2013 16:39,478,11 Ave & W 41 St,40.76030096,-73.99884222,388,W 26 St & 10 Ave,40.74971775,-74.00295035,17241,Customer,\N,0
229,660,20/07/2013 16:36,20/07/2013 16:47,388,W 26 St & 10 Ave,40.74971775,-74.00295035,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,15069,Customer,\N,0
230,648,20/07/2013 16:37,20/07/2013 16:47,388,W 26 St & 10 Ave,40.74971775,-74.00295035,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,19946,Customer,\N,0
231,2994,20/07/2013 16:38,20/07/2013 17:27,363,West Thames St,40.70834698,-74.01713445,388,W 26 St & 10 Ave,40.74971775,-74.00295035,16346,Customer,\N,0
232,2988,20/07/2013 16:38,20/07/2013 17:28,368,Carmine St & 6 Ave,40.73038599,-74.00214988,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19179,Customer,\N,0
233,1862,20/07/2013 16:44,20/07/2013 17:15,464,E 56 St & 3 Ave,40.75934501,-73.96759673,388,W 26 St & 10 Ave,40.74971775,-74.00295035,18470,Subscriber,1984,2
234,1848,20/07/2013 16:44,20/07/2013 17:15,464,E 56 St & 3 Ave,40.75934501,-73.96759673,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19016,Subscriber,1983,1
235,442,20/07/2013 16:52,20/07/2013 17:00,490,8 Ave & W 33 St,40.751551,-73.993934,388,W 26 St & 10 Ave,40.74971775,-74.00295035,19445,Subscriber,1967,1
236,1943,20/07/2013 16:53,20/07/2013 17:25,388,W 26 St & 10 Ave,40.74971775,-74.00295035,403,E 2 St & 2 Ave,40.72502876,-73.99069656,17241,Subscriber,1976,1
237,813,20/07/2013 16:57,20/07/2013 17:11,388,W 26 St & 10 Ave,40.74971775,-74.00295035,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,19446,Subscriber,1985,2
238,765,20/07/2013 16:58,20/07/2013 17:11,388,W 26 St & 10 Ave,40.74971775,-74.00295035,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,19371,Customer,\N,0
